feature,p_value,p_adj
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA6147,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__TMED26,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__VFZH01,0.5421102762795972,0.6968739776337678
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Termitinemataceae;g__UBA12037,0.5377793909410619,0.6968739776337678
d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SM23-39;g__JACVQJ01,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA6264;g__BS150m-G65,0.5437716104609888,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Daviesbacterales;f__UBA10151;g__JACOXI01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18,0.540674133157028,0.6968739776337678
d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__JAEUIA01,0.5444446029267255,0.6968739776337678
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__QIAB01,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2683825,0.5426262314291527,0.6968739776337678
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__UBA4057,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__JACQQM01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Sungbacterales;f__SURF-37;g__JACPMF01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__CAINMH01,0.5356111506947208,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__2-12-FULL-37-14,0.5413401438754757,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella,0.5356111506947208,0.6968739776337678
d__Bacteria;p__Firmicutes_B;c__Moorellia;o__PH28-bin88;f__PH28-bin88;g__UBA2598,0.5356111506947208,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thioglobus_B,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA947,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__JAGOQX01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__JACPPR01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__UBA12189,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__GWA1-52-35,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__GCA-2722955,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA4782,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__DRHE01;g__JAFGQJ01,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__LOWO2-01-FULL-3;g__JACRIB01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JACZKQ01,0.5365718326040125,0.6968739776337678
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Aggregicoccus,0.5430860836951178,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Caldovatus,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__VGZT01,0.5400946163411178,0.6968739776337678
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Puniceicoccus,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__CADCVQ01,0.5386542548293776,0.6968739776337678
d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__GCA-2746185;g__VFKU01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__MFKM01;g__JACPKE01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA3067;g__GCA-002402085,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__SMWN01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces_B,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_K,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__UBA11090,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002726655,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__UBA10518,0.5356111506947208,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__JABMNX01;g__UBA6534,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Lindowbacteria;c__2-12-FULL-62-27;o__2-12-FULL-62-27;f__2-12-FULL-62-27;g__JACQOF01,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Aquisalimonadaceae;g__SLSJ01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-2,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__MA-ANB-1,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__JAAXGI01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA8290,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__JAFGUB01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JACCRW01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Marinisomatota;c__AB16;o__AB16;f__46-47;g__TCS52,0.5356111506947208,0.6968739776337678
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__M30B41,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__RECZ01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__JACPNV01,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__UBA2252,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__CG2-30-60-27,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__40CM-2-70-7,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__SHZS01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__JACMJS01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Geothermincolia;o__Geothermincolales;f__RBG-13-55-18;g__Solincola,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__VGLT01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1127;f__UBA1127;g__GCA-2717925,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Portnoybacterales;f__UBA2143;g__JAHJUH01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Desulfobacterota;c__SM23-61;o__SM23-61;f__SM23-61;g__JACRCA01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Actirhodobacter,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__JAGOSH01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__AABM5-125-24;f__AABM5-125-24;g__JABGPL01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-8,0.5356111506947208,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__GWF2-40-263;g__UM-FILTER-50-9,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__GCA-002753745;g__JAAXVU01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UM-FILTER-43-11;f__UM-FILTER-43-11;g__GCA-016699515,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__SLPE01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__Limisphaera,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__WTGJ01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfoplanaceae;g__Desulfoplanes,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Chloroflexota;c__UBA2235;o__UBA12225;f__UBA12225;g__CAILQO01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA9983;g__SZUA-82,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__JAAYVZ01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__NORP240,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__UBA2968;g__UBA6620,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__KCTC-12870;g__Cerasicoccus,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__SKNW01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACQHJ01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__SKPH01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__DSMQ01;g__JACROO01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Curtissbacterales;f__GWA2-41-24;g__JACPYZ01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JACMPA01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__XYC2-FULL-47-12;g__1-14-0-10-43-10,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV133,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__UBA9934;g__UM-FILTER-41-21,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__JAAXHZ01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__JADGQN01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-02-FULL-40-12;f__GWA2-44-9;g__2-01-FULL-43-22,0.5361029397554875,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2196;f__GWA2-42-15;g__GCA-002787375,0.5356111506947208,0.6968739776337678
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__WVZL01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JACQGI01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Geothermincolia;o__Fen-727;f__JACVIW01;g__Geohydrothermomicrobium,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JACQBC01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__SLJS01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA9219;f__RFNS01;g__JAGOHT01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__JABDFB01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JACDAS01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Hat2;f__Parilichlamydiaceae;g__Similichlamydia,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__DUOJ01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__WQUT01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__UBA2521,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Gluconobacter_B,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__UBA665,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__UBA4738;o__CADDZG01;f__WHSQ01;g__JACDBF01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACPGQ01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__SKOZ01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__SKZC01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__SAT37,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA10105;f__UBA927;g__JAHJMO01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__UBA4763,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__CAIQIA01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__SYAN01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__BM304,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Patescibacteria;c__CPR2;o__CPR2;f__CPR2;g__GWC2-39-10,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAAURK01,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAJQPP01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__JAFAJR01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__2-12-FULL-41-20,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__GCA-002770795;g__GCA-2746155,0.5451539880184021,0.6968739776337678
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus_A,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__LNNU-3342,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__VBDY01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIQPK01,0.5416094362545092,0.6968739776337678
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter_A,0.5456081126399834,0.6973311973981031
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACPFJ01,0.5459570602510863,0.6977010954250061
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__LS-SOB;g__WTGA01,0.5463563654519802,0.6981352598230711
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Catellicoccaceae;g__Catellicoccus,0.546697013187396,0.6984943851037045
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Succinispiraceae;g__Succinispira,0.5469434422031461,0.698733065469901
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__JAAYSY01,0.5471047770046933,0.6988629958032704
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__JAAZME01,0.5474465574794315,0.6992233711485328
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__WGAL01,0.547673779197408,0.6994373643013645
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A,0.54807087765731,0.6997157610178294
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Sulfurihydrogenibium,0.5479592930595532,0.6997157610178294
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Bellilinea,0.5480523387053607,0.6997157610178294
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__Thermovirga,0.5483049794488429,0.6999383900599542
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea,0.5483687413336445,0.6999435469865296
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UBA1563,0.5484357746482799,0.6999528780221975
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__JCM-19058,0.54867584907323,0.7001830303939738
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter_A,0.5490640068985104,0.7006001711380666
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Nautilia,0.5491222843066792,0.7006001711380666
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Bacillus_AB,0.5494816479733511,0.7009823570531919
d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_B,0.5498598523654099,0.7013301778995648
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__JABWAM01;f__JABWAM01;g__JACQHZ01,0.5498739765118686,0.7013301778995648
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__DUOA01,0.5500276433261981,0.7013943038461081
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;g__Kistimonas,0.5501037918902241,0.7013943038461081
d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA2259,0.5500446992251463,0.7013943038461081
d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__CADCWL01,0.5504275398724116,0.7017307481023238
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__JAFGBC01;g__JAFGAV01,0.5505101908064123,0.7017597820590769
d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIUDO01,0.5505738922375084,0.7017646565550406
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__DRVO01;f__DRVO01;g__JAAYAV01,0.5508742631249574,0.7020334732721101
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__FEN-1143,0.5509045950241976,0.7020334732721101
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Siansivirga,0.5510286485714943,0.70211521648814
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Ferriphaselus,0.5514181267252938,0.7025351065572826
d__Bacteria;p__Muirbacteria;c__Muirbacteriia;o__Muirbacteriales;f__Muirbacteriaceae;g__Muirbacterium,0.5515454473303225,0.702544575884293
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella,0.5515182553662521,0.702544575884293
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA5456,0.551854177589178,0.7028614389638304
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Daviesbacterales;f__UBA10151;g__2-12-FULL-37-11,0.5519678144293294,0.7029297821484016
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__HGM05398,0.552143882617153,0.7030776080261878
d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__Omnitrophales;f__UBA2337;g__SICL01,0.5522580733172004,0.7031466180638336
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__SXXS01,0.552527763914056,0.7034135773487656
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__JAAXZE01,0.5527314505815338,0.7035964593043963
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__CYSP01,0.5528863653426987,0.7037172243501769
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UWMA-0277,0.5531876982819266,0.7039478636117459
d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__CF-28,0.5531561596608662,0.7039478636117459
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Algisphaera,0.5533004859226107,0.7040149489754638
d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__CADEFY01,0.5533694535080015,0.7040262695520817
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__JAFGPL01,0.5537128493251202,0.7043358487171182
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA1930,0.5537329786757276,0.7043358487171182
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAFGEY01;f__JAFGEY01;g__JAFGIE01,0.5542374149196442,0.7049009769786467
d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA1146;f__UBA1146;g__QNYK01,0.5543630385306817,0.7049265882033084
d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__GCA-002753745;g__JADFWS01,0.5543778467124483,0.7049265882033084
d__Bacteria;p__Firmicutes;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__Bacillus_AT,0.5545704367426686,0.7050404519932509
